datetime_aq,PM25,PM10,NO2,SO2,CO,O3
2022-01-27 10:00:00+07:00,26.0,,6.0,1.0,0.82,13.0
2022-01-27 11:00:00+07:00,26.0,,4.0,1.0,0.84,12.0
2022-01-27 12:00:00+07:00,25.0,,4.0,1.0,0.86,12.0
2022-01-27 13:00:00+07:00,25.0,,3.0,2.0,0.86,17.0
2022-01-27 14:00:00+07:00,25.0,,4.0,1.0,0.84,22.0
2022-01-27 15:00:00+07:00,25.0,,12.0,1.0,0.81,26.0
2022-01-27 16:00:00+07:00,25.0,,16.0,1.0,0.77,30.0
2022-01-27 17:00:00+07:00,25.0,,24.0,1.0,0.73,34.0
2022-01-27 18:00:00+07:00,25.0,,41.0,1.0,0.73,36.0
2022-01-27 19:00:00+07:00,25.0,,26.0,1.0,0.73,38.0
2022-01-27 20:00:00+07:00,25.0,,40.0,1.0,0.75,37.0
2022-01-27 21:00:00+07:00,25.0,,18.0,1.0,0.78,33.0
2022-01-27 22:00:00+07:00,25.0,,18.0,1.0,0.82,28.0
2022-01-27 23:00:00+07:00,25.0,,10.0,1.0,0.85,24.0
2022-01-28 00:00:00+07:00,25.0,,9.0,1.0,0.88,21.0
2022-01-28 01:00:00+07:00,25.0,,9.0,1.0,0.89,18.0
2022-01-28 02:00:00+07:00,25.0,,8.0,1.0,0.9,15.0
2022-01-28 03:00:00+07:00,26.0,,3.0,1.0,0.89,11.0
2022-01-28 04:00:00+07:00,27.0,,6.0,1.0,0.87,10.0
2022-01-28 05:00:00+07:00,27.0,,9.0,1.0,0.85,11.0
2022-01-28 06:00:00+07:00,27.0,,11.0,1.0,0.84,11.0
2022-01-28 07:00:00+07:00,28.0,,12.0,1.0,0.84,11.0
2022-01-28 08:00:00+07:00,29.0,,13.0,1.0,0.86,11.0
2022-01-28 09:00:00+07:00,29.0,,15.0,1.0,0.89,11.0
2022-01-28 10:00:00+07:00,29.0,,5.0,1.0,0.89,14.0
2022-01-28 11:00:00+07:00,29.0,,3.0,1.0,0.87,17.0
2022-01-28 12:00:00+07:00,29.0,,7.0,1.0,0.86,20.0
2022-01-28 13:00:00+07:00,29.0,,10.0,1.0,0.85,22.0
2022-01-28 14:00:00+07:00,30.0,,8.0,1.0,0.83,24.0
2022-01-28 15:00:00+07:00,30.0,,8.0,1.0,0.81,26.0
2022-01-28 16:00:00+07:00,31.0,,17.0,1.0,0.79,28.0
2022-01-28 17:00:00+07:00,31.0,,10.0,1.0,0.77,30.0
2022-01-28 18:00:00+07:00,32.0,,13.0,1.0,0.78,29.0
2022-01-28 19:00:00+07:00,33.0,,10.0,1.0,0.8,28.0
2022-01-28 20:00:00+07:00,33.0,,28.0,1.0,0.84,26.0
2022-01-28 21:00:00+07:00,33.0,,31.0,1.0,0.9,25.0
2022-01-28 22:00:00+07:00,34.0,,15.0,1.0,0.93,25.0
2022-01-28 23:00:00+07:00,34.0,,20.5,1.0,0.95,24.0
2022-01-29 00:00:00+07:00,34.0,,11.0,1.0,0.95,24.0
2022-01-29 01:00:00+07:00,35.0,,8.0,1.0,0.94,23.0
2022-01-29 02:00:00+07:00,35.0,,7.0,1.0,0.93,23.0
2022-01-29 03:00:00+07:00,35.0,,4.0,1.0,0.92,22.0
2022-01-29 04:00:00+07:00,35.0,,5.0,1.0,0.88,21.0
2022-01-29 05:00:00+07:00,35.0,,5.0,1.0,0.83,20.0
2022-01-29 06:00:00+07:00,36.0,,7.0,1.0,0.81,17.0
2022-01-29 07:00:00+07:00,35.0,,6.0,1.0,0.82,16.0
2022-01-29 08:00:00+07:00,35.0,,4.0,1.0,0.86,14.0
2022-01-29 09:00:00+07:00,35.0,,5.0,1.0,0.89,12.0
2022-01-29 10:00:00+07:00,35.0,,4.0,1.0,0.91,12.0
2022-01-29 11:00:00+07:00,36.0,,4.0,1.0,0.93,11.0
2022-01-29 12:00:00+07:00,36.0,,3.0,1.0,0.94,13.0
2022-01-29 13:00:00+07:00,36.0,,2.0,1.0,0.94,17.0
2022-01-29 14:00:00+07:00,36.0,,4.0,1.0,0.91,23.0
2022-01-29 15:00:00+07:00,36.0,,5.0,1.0,0.89,27.0
2022-01-29 16:00:00+07:00,35.0,,5.0,1.0,0.85,32.0
2022-01-29 17:00:00+07:00,35.0,,8.0,1.0,0.8,39.0
2022-01-29 18:00:00+07:00,34.0,,11.0,2.0,0.77,39.5
2022-01-29 19:00:00+07:00,34.0,,16.0,1.0,0.75,39.5
