,datetime,set_no
665,2021-05-27 06:00:00+07:00,27
666,2021-05-27 09:00:00+07:00,27
667,2021-05-27 12:00:00+07:00,27
668,2021-05-27 15:00:00+07:00,27
669,2021-05-27 18:00:00+07:00,27
670,2021-05-27 21:00:00+07:00,27
671,2021-05-28 00:00:00+07:00,27
672,2021-02-15 03:00:00+07:00,28
673,2021-02-15 06:00:00+07:00,28
674,2021-02-15 09:00:00+07:00,28
675,2021-02-15 12:00:00+07:00,28
676,2021-02-15 15:00:00+07:00,28
677,2021-02-15 18:00:00+07:00,28
678,2021-02-15 21:00:00+07:00,28
679,2021-02-16 00:00:00+07:00,28
680,2021-02-16 03:00:00+07:00,28
681,2021-02-16 06:00:00+07:00,28
682,2021-02-16 09:00:00+07:00,28
683,2021-02-16 12:00:00+07:00,28
684,2021-02-16 15:00:00+07:00,28
685,2021-02-16 18:00:00+07:00,28
686,2021-02-16 21:00:00+07:00,28
687,2021-02-17 00:00:00+07:00,28
688,2021-02-17 03:00:00+07:00,28
689,2021-02-17 06:00:00+07:00,28
690,2021-02-17 09:00:00+07:00,28
691,2021-02-17 12:00:00+07:00,28
692,2021-02-17 15:00:00+07:00,28
693,2021-02-17 18:00:00+07:00,28
694,2021-02-17 21:00:00+07:00,28
695,2021-02-18 00:00:00+07:00,28
696,2021-02-09 03:00:00+07:00,29
697,2021-02-09 06:00:00+07:00,29
698,2021-02-09 09:00:00+07:00,29
699,2021-02-09 12:00:00+07:00,29
700,2021-02-09 15:00:00+07:00,29
701,2021-02-09 18:00:00+07:00,29
702,2021-02-09 21:00:00+07:00,29
703,2021-02-10 00:00:00+07:00,29
704,2021-02-10 03:00:00+07:00,29
705,2021-02-10 06:00:00+07:00,29
706,2021-02-10 09:00:00+07:00,29
707,2021-02-10 12:00:00+07:00,29
708,2021-02-10 15:00:00+07:00,29
709,2021-02-10 18:00:00+07:00,29
710,2021-02-10 21:00:00+07:00,29
711,2021-02-11 00:00:00+07:00,29
712,2021-02-11 03:00:00+07:00,29
713,2021-02-11 06:00:00+07:00,29
714,2021-02-11 09:00:00+07:00,29
715,2021-02-11 12:00:00+07:00,29
716,2021-02-11 15:00:00+07:00,29
717,2021-02-11 18:00:00+07:00,29
718,2021-02-11 21:00:00+07:00,29
719,2021-02-12 00:00:00+07:00,29
720,2021-09-03 03:00:00+07:00,30
721,2021-09-03 06:00:00+07:00,30
722,2021-09-03 09:00:00+07:00,30
723,2021-09-03 12:00:00+07:00,30
724,2021-09-03 15:00:00+07:00,30
725,2021-09-03 18:00:00+07:00,30
726,2021-09-03 21:00:00+07:00,30
727,2021-09-04 00:00:00+07:00,30
728,2021-09-04 03:00:00+07:00,30
729,2021-09-04 06:00:00+07:00,30
730,2021-09-04 09:00:00+07:00,30
731,2021-09-04 12:00:00+07:00,30
732,2021-09-04 15:00:00+07:00,30
733,2021-09-04 18:00:00+07:00,30
734,2021-09-04 21:00:00+07:00,30
735,2021-09-05 00:00:00+07:00,30
736,2021-09-05 03:00:00+07:00,30
737,2021-09-05 06:00:00+07:00,30
738,2021-09-05 09:00:00+07:00,30
739,2021-09-05 12:00:00+07:00,30
740,2021-09-05 15:00:00+07:00,30
741,2021-09-05 18:00:00+07:00,30
742,2021-09-05 21:00:00+07:00,30
743,2021-09-06 00:00:00+07:00,30
744,2021-04-16 03:00:00+07:00,31
745,2021-04-16 06:00:00+07:00,31
746,2021-04-16 09:00:00+07:00,31
747,2021-04-16 12:00:00+07:00,31
748,2021-04-16 15:00:00+07:00,31
749,2021-04-16 18:00:00+07:00,31
750,2021-04-16 21:00:00+07:00,31
751,2021-04-17 00:00:00+07:00,31
752,2021-04-17 03:00:00+07:00,31
753,2021-04-17 06:00:00+07:00,31
754,2021-04-17 09:00:00+07:00,31
755,2021-04-17 12:00:00+07:00,31
756,2021-04-17 15:00:00+07:00,31
757,2021-04-17 18:00:00+07:00,31
758,2021-04-17 21:00:00+07:00,31
759,2021-04-18 00:00:00+07:00,31
760,2021-04-18 03:00:00+07:00,31
761,2021-04-18 06:00:00+07:00,31
762,2021-04-18 09:00:00+07:00,31
763,2021-04-18 12:00:00+07:00,31
764,2021-04-18 15:00:00+07:00,31
765,2021-04-18 18:00:00+07:00,31
766,2021-04-18 21:00:00+07:00,31
767,2021-04-19 00:00:00+07:00,31
768,2020-10-19 03:00:00+07:00,32
769,2020-10-19 06:00:00+07:00,32
770,2020-10-19 09:00:00+07:00,32
771,2020-10-19 12:00:00+07:00,32
772,2020-10-19 15:00:00+07:00,32
773,2020-10-19 18:00:00+07:00,32
774,2020-10-19 21:00:00+07:00,32
775,2020-10-20 00:00:00+07:00,32
776,2020-10-20 03:00:00+07:00,32
777,2020-10-20 06:00:00+07:00,32
778,2020-10-20 09:00:00+07:00,32
779,2020-10-20 12:00:00+07:00,32
780,2020-10-20 15:00:00+07:00,32
781,2020-10-20 18:00:00+07:00,32
782,2020-10-20 21:00:00+07:00,32
783,2020-10-21 00:00:00+07:00,32
784,2020-10-21 03:00:00+07:00,32
785,2020-10-21 06:00:00+07:00,32
786,2020-10-21 09:00:00+07:00,32
787,2020-10-21 12:00:00+07:00,32
788,2020-10-21 15:00:00+07:00,32
789,2020-10-21 18:00:00+07:00,32
790,2020-10-21 21:00:00+07:00,32
791,2020-10-22 00:00:00+07:00,32
792,2021-04-28 03:00:00+07:00,33
793,2021-04-28 06:00:00+07:00,33
794,2021-04-28 09:00:00+07:00,33
795,2021-04-28 12:00:00+07:00,33
796,2021-04-28 15:00:00+07:00,33
797,2021-04-28 18:00:00+07:00,33
798,2021-04-28 21:00:00+07:00,33
799,2021-04-29 00:00:00+07:00,33
800,2021-04-29 03:00:00+07:00,33
801,2021-04-29 06:00:00+07:00,33
802,2021-04-29 09:00:00+07:00,33
803,2021-04-29 12:00:00+07:00,33
804,2021-04-29 15:00:00+07:00,33
805,2021-04-29 18:00:00+07:00,33
806,2021-04-29 21:00:00+07:00,33
807,2021-04-30 00:00:00+07:00,33
808,2021-04-30 03:00:00+07:00,33
809,2021-04-30 06:00:00+07:00,33
810,2021-04-30 09:00:00+07:00,33
811,2021-04-30 12:00:00+07:00,33
812,2021-04-30 15:00:00+07:00,33
813,2021-04-30 18:00:00+07:00,33
814,2021-04-30 21:00:00+07:00,33
815,2021-05-01 00:00:00+07:00,33
816,2021-09-26 03:00:00+07:00,34
817,2021-09-26 06:00:00+07:00,34
818,2021-09-26 09:00:00+07:00,34
819,2021-09-26 12:00:00+07:00,34
820,2021-09-26 15:00:00+07:00,34
821,2021-09-26 18:00:00+07:00,34
822,2021-09-26 21:00:00+07:00,34
823,2021-09-27 00:00:00+07:00,34
824,2021-09-27 03:00:00+07:00,34
825,2021-09-27 06:00:00+07:00,34
826,2021-09-27 09:00:00+07:00,34
827,2021-09-27 12:00:00+07:00,34
828,2021-09-27 15:00:00+07:00,34
829,2021-09-27 18:00:00+07:00,34
830,2021-09-27 21:00:00+07:00,34
831,2021-09-28 00:00:00+07:00,34
832,2021-09-28 03:00:00+07:00,34
833,2021-09-28 06:00:00+07:00,34
834,2021-09-28 09:00:00+07:00,34
835,2021-09-28 12:00:00+07:00,34
836,2021-09-28 15:00:00+07:00,34
837,2021-09-28 18:00:00+07:00,34
838,2021-09-28 21:00:00+07:00,34
839,2021-09-29 00:00:00+07:00,34
840,2021-04-15 03:00:00+07:00,35
841,2021-04-15 06:00:00+07:00,35
842,2021-04-15 09:00:00+07:00,35
843,2021-04-15 12:00:00+07:00,35
844,2021-04-15 15:00:00+07:00,35
845,2021-04-15 18:00:00+07:00,35
846,2021-04-15 21:00:00+07:00,35
847,2021-04-16 00:00:00+07:00,35
848,2021-04-16 03:00:00+07:00,35
849,2021-04-16 06:00:00+07:00,35
850,2021-04-16 09:00:00+07:00,35
851,2021-04-16 12:00:00+07:00,35
852,2021-04-16 15:00:00+07:00,35
853,2021-04-16 18:00:00+07:00,35
854,2021-04-16 21:00:00+07:00,35
855,2021-04-17 00:00:00+07:00,35
856,2021-04-17 03:00:00+07:00,35
857,2021-04-17 06:00:00+07:00,35
858,2021-04-17 09:00:00+07:00,35
859,2021-04-17 12:00:00+07:00,35
860,2021-04-17 15:00:00+07:00,35
861,2021-04-17 18:00:00+07:00,35
862,2021-04-17 21:00:00+07:00,35
863,2021-04-18 00:00:00+07:00,35
864,2021-09-10 03:00:00+07:00,36
865,2021-09-10 06:00:00+07:00,36
866,2021-09-10 09:00:00+07:00,36
867,2021-09-10 12:00:00+07:00,36
868,2021-09-10 15:00:00+07:00,36
869,2021-09-10 18:00:00+07:00,36
870,2021-09-10 21:00:00+07:00,36
871,2021-09-11 00:00:00+07:00,36
872,2021-09-11 03:00:00+07:00,36
873,2021-09-11 06:00:00+07:00,36
874,2021-09-11 09:00:00+07:00,36
875,2021-09-11 12:00:00+07:00,36
876,2021-09-11 15:00:00+07:00,36
877,2021-09-11 18:00:00+07:00,36
878,2021-09-11 21:00:00+07:00,36
879,2021-09-12 00:00:00+07:00,36
880,2021-09-12 03:00:00+07:00,36
881,2021-09-12 06:00:00+07:00,36
882,2021-09-12 09:00:00+07:00,36
883,2021-09-12 12:00:00+07:00,36
884,2021-09-12 15:00:00+07:00,36
885,2021-09-12 18:00:00+07:00,36
886,2021-09-12 21:00:00+07:00,36
887,2021-09-13 00:00:00+07:00,36
888,2021-11-10 03:00:00+07:00,37
889,2021-11-10 06:00:00+07:00,37
890,2021-11-10 09:00:00+07:00,37
891,2021-11-10 12:00:00+07:00,37
892,2021-11-10 15:00:00+07:00,37
893,2021-11-10 18:00:00+07:00,37
894,2021-11-10 21:00:00+07:00,37
895,2021-11-11 00:00:00+07:00,37
896,2021-11-11 03:00:00+07:00,37
897,2021-11-11 06:00:00+07:00,37
898,2021-11-11 09:00:00+07:00,37
899,2021-11-11 12:00:00+07:00,37
900,2021-11-11 15:00:00+07:00,37
901,2021-11-11 18:00:00+07:00,37
902,2021-11-11 21:00:00+07:00,37
903,2021-11-12 00:00:00+07:00,37
904,2021-11-12 03:00:00+07:00,37
905,2021-11-12 06:00:00+07:00,37
906,2021-11-12 09:00:00+07:00,37
907,2021-11-12 12:00:00+07:00,37
908,2021-11-12 15:00:00+07:00,37
909,2021-11-12 18:00:00+07:00,37
910,2021-11-12 21:00:00+07:00,37
911,2021-11-13 00:00:00+07:00,37
912,2021-01-06 03:00:00+07:00,38
913,2021-01-06 06:00:00+07:00,38
914,2021-01-06 09:00:00+07:00,38
915,2021-01-06 12:00:00+07:00,38
916,2021-01-06 15:00:00+07:00,38
917,2021-01-06 18:00:00+07:00,38
918,2021-01-06 21:00:00+07:00,38
919,2021-01-07 00:00:00+07:00,38
920,2021-01-07 03:00:00+07:00,38
921,2021-01-07 06:00:00+07:00,38
922,2021-01-07 09:00:00+07:00,38
923,2021-01-07 12:00:00+07:00,38
924,2021-01-07 15:00:00+07:00,38
925,2021-01-07 18:00:00+07:00,38
926,2021-01-07 21:00:00+07:00,38
927,2021-01-08 00:00:00+07:00,38
928,2021-01-08 03:00:00+07:00,38
929,2021-01-08 06:00:00+07:00,38
930,2021-01-08 09:00:00+07:00,38
931,2021-01-08 12:00:00+07:00,38
932,2021-01-08 15:00:00+07:00,38
933,2021-01-08 18:00:00+07:00,38
934,2021-01-08 21:00:00+07:00,38
935,2021-01-09 00:00:00+07:00,38
936,2020-12-08 03:00:00+07:00,39
937,2020-12-08 06:00:00+07:00,39
938,2020-12-08 09:00:00+07:00,39
939,2020-12-08 12:00:00+07:00,39
940,2020-12-08 15:00:00+07:00,39
941,2020-12-08 18:00:00+07:00,39
942,2020-12-08 21:00:00+07:00,39
943,2020-12-09 00:00:00+07:00,39
944,2020-12-09 03:00:00+07:00,39
945,2020-12-09 06:00:00+07:00,39
946,2020-12-09 09:00:00+07:00,39
947,2020-12-09 12:00:00+07:00,39
948,2020-12-09 15:00:00+07:00,39
949,2020-12-09 18:00:00+07:00,39
950,2020-12-09 21:00:00+07:00,39
951,2020-12-10 00:00:00+07:00,39
952,2020-12-10 03:00:00+07:00,39
953,2020-12-10 06:00:00+07:00,39
954,2020-12-10 09:00:00+07:00,39
955,2020-12-10 12:00:00+07:00,39
956,2020-12-10 15:00:00+07:00,39
957,2020-12-10 18:00:00+07:00,39
958,2020-12-10 21:00:00+07:00,39
959,2020-12-11 00:00:00+07:00,39
